,abstracts_headlines,section_name,cohen_kappa_label,cohen_kappa_label_label2,cohen_kappa_range_none_to_slight,cohen_kappa_range_fair,cohen_kappa_range_moderate,cohen_kappa_range_substantial,cohen_kappa_range_almost_perfect,cohen_kappa_range_nan,cohen_kappa_label_v2
5272,united states may many best elite colleges higher education system many problems found k americans think world best colleges,0,0.30000000000000004,0.30000000000000004,0,1,0,0,0,0,0.30000000000000004
5273,justice department charged mr abu khattala three counts connection attacks united states mission benghazi nearby c facility sept ahmed abu khattala charged,0,0.2,0.2,1,0,0,0,0,0,0.2
5274,democrats consider remote tribal villages vital majority senate building outreach operation across rural alaska reservations states past road end democrats dig native votes,0,0.4,0.4,0,1,0,0,0,0,0.4
5275,outdoor industry association rutherford h platt geographer respond op ed article rising toll forest fires congress act,1,0.2,0.2,1,0,0,0,0,0,0.2
5276,state economy terrible shape huge income tax cuts another case big money selling bad ideas charlatans cranks kansas,1,0.69,0.7,0,0,0,1,0,0,0.69
5277,justice samuel alito jr said type government worker partial public employee could choose pay union fees supreme court ruling union fees limited blow labor,0,0.4,0.4,0,1,0,0,0,0,0.4
5278,monday hobby lobby decision latest challenge affordable care act details decision challenges could successful even deeper implications health care law legal challenges,0,0.49,0.5,0,0,1,0,0,0,0.49
5279,president obama said would act move resources away interior country face republican refusals overhaul nation immigration laws obama says order action aid immigrants,0,0.2,0.2,1,0,0,0,0,0,0.2
5280,readers respond column mark bittman beyond foodie values,1,0.2,0.2,1,0,0,0,0,0,0.2
5281,spencer abraham former energy secretary highlights role nuclear energy reducing carbon emissions keep nuclear plants open,1,0.2,0.2,1,0,0,0,0,0,0.2
5282,david newman natural resources defense council writes congress want weaken american fisheries law fish stocks rebound,1,0.2,0.2,1,0,0,0,0,0,0.2
5283,tim howard single handedly kept scoreless match extra time belgium broke two goals team u responded goal ran time world cup belgium eliminates u,0,0.4,0.4,0,1,0,0,0,0,0.4
5284,harris v quinn decision deathblow unions showed antipathy toward collective bargaining workers rights limiting rights hit collective bargaining,1,0.2,0.2,1,0,0,0,0,0,0.2
5285,deeply dismaying decision hobby lobby case grants owners closely held companies unprecedented right impose religious views workers limiting rights imposing religion workers,1,0.49,0.5,0,0,1,0,0,0,0.49
5286,court found american naval officer provided chilean officials information two americans led executions part coup ousted president salvador allende chilean court rules u role murders,0,0.2,0.2,1,0,0,0,0,0,0.2
5287,reform languishing president obama unveiled sensible measures address surge child migrants mr obama immigration challenge,1,0.2,0.2,1,0,0,0,0,0,0.2
5288,team match belgium jurgen klinsmann united states coach expressed bit unease french speaking referee slated officiate game whistle mouth target back,0,0.4,0.4,0,1,0,0,0,0,0.4
5289,even conservatives celebrated coming winning side divisive social issue court victory may also handed democrats issue turn liberal voters ruling sides run,0,0.5,0.5,0,0,1,0,0,0,0.5
5290,united states faces belgium argentina plays switzerland final round games world cup today world cup matches july,0,0.7,0.7,0,0,0,1,0,0,0.7
5291,myanmar enjoying new diplomatic clout leading china court country beijing presses territorial claims south china sea china reaches myanmar maritime dispute,0,0.5,0.5,0,0,1,0,0,0,0.5
5292,admitting sanctions violations shares bnp paribas rose percent tuesday bank said would offer dividend last year euros share bnp paribas confident absorb blow record fine,0,0.5,0.5,0,0,1,0,0,0,0.5
5293,two countries meet field world cup good natured look ways engaged competition u belgium long running battle supremacy continues,0,0.2,0.2,1,0,0,0,0,0,0.2
5294,notion rogue employee convenient one allowing senior management admit corporate misconduct avoiding personal responsibility violations peter j henning writes white collar watch column penalties companies executives often emerge unscathed,0,0.2,0.2,1,0,0,0,0,0,0.2
5295,hobby lobby ruling raises question united states alone industrialized world favors paternalistic arrangement illogic employer sponsored health insurance,0,0.2,0.2,1,0,0,0,0,0,0.2
5296,tim howard single handedly kept scoreless match extra time belgium broke two goals team u responded goal ran time u vs belgium world cup live blog,0,0.2,0.2,1,0,0,0,0,0,0.2
5297,david ruth elsevier foundation writes need retain female stem work force women leaving jobs,1,0.2,0.2,1,0,0,0,0,0,0.2
5298,readers react supreme court ruling hobby lobby case court ruling contraception,1,0.19,0.2,1,0,0,0,0,0,0.19
5299,middle class republicans urban liberals common justice blacks whites,1,0.4,0.4,0,1,0,0,0,0,0.4
5300,court decided case settle controversy hobby lobby beginning,1,0.19,0.2,1,0,0,0,0,0,0.19
5301,north korea decision try two americans could reflect isolated nation frustration united states ignoring experts said tourists trial north korea angry u,0,0.7,0.7,0,0,0,1,0,0,0.7
5302,another epic game mesmerizing world cup united states took belgium edge marvelous capability losing overtime valor victory,0,0.5,0.5,0,0,1,0,0,0,0.5
5303,immigration legislation dead year congress short must list relations two parties already miserable seem getting worse deadlock congress appears worsen midterms loom,0,0.7,0.7,0,0,0,1,0,0,0.7
5304,federal prosecutors argued ahmed abu khattala remain custody trial posed continued threat united states factors supporting khattala detention,0,0.2,0.2,1,0,0,0,0,0,0.2
5305,study set quantify fund raising advantage incumbent politicians challengers assigning dollar value incumbent,0,0.2,0.2,1,0,0,0,0,0,0.2
5306,highlights international herald tribune archives americans polled see influence religion rising americans see faith rise,0,0.2,0.2,1,0,0,0,0,0,0.2
5307,though strong supporters democratic party tend turn nonpresidential election years like one hold senate democrats rely single women,0,0.19,0.2,1,0,0,0,0,0,0.19
5308,highlights international herald tribune archives ku klux klan recruits klan recruiting drive starts,0,0.2,0.2,1,0,0,0,0,0,0.2
5309,event international monetary fund washington federal reserve chairwoman said monetary policy faces limitations tool promote financial stability janet l yellen monetary policy,0,0.2,0.2,1,0,0,0,0,0,0.2
5310,tuesday world cup game second viewed soccer game ever american television trailing tournament america portugal match u belgium world cup game drew million viewers ratings,0,0.4,0.4,0,1,0,0,0,0,0.4
5311,republican democratic members house representatives common ground exercise routine sweating differences,0,0.4,0.4,0,1,0,0,0,0,0.4
5312,professors statistician respond sunday review article world best colleges another match u colleges vs world,1,0.2,0.2,1,0,0,0,0,0,0.2
5313,reader asks americans smarts make fair assessment foreign policy obama polls,1,0.5,0.5,0,0,1,0,0,0,0.5
5314,supreme court decision harris v quinn bigger loss labor people think war workers,1,0.31000000000000005,0.30000000000000004,0,1,0,0,0,0,0.31000000000000005
5315,president caught jaws legislative trap unable move country forward fraction insists holding back barack bear,1,0.4,0.4,0,1,0,0,0,0,0.4
5316,anti tax crusaders love oppose taxation without representation important public investments deserve due patriotic holiday porsches potholes patriots,1,0.5,0.5,0,0,1,0,0,0,0.5
5317,new e c rule protect americans financial system ravages unregulated derivatives trading another failure regulate derivatives,1,0.4,0.4,0,1,0,0,0,0,0.4
5318,china spending lot money address air pollution problem scientists say may produce results government expects climate change could foil china smog fighting efforts,0,0.2,0.2,1,0,0,0,0,0,0.2
5319,job situation ideally moving right direction hard claim good news really bad,0,0.6000000000000001,0.6000000000000001,0,0,0,1,0,0,0.6000000000000001
5320,electronic privacy information center said facebook deceived users violated consent decree american regulators study manipulated emotional tone news feeds users without explicit consent privacy group complains f c facebook emotion study,0,0.5,0.5,0,0,1,0,0,0,0.5
5321,next congress likely fastest growing open minded least partisan group voters country say declaration independents,1,0.5,0.5,0,0,1,0,0,0,0.5
5322,readers react final article great divide series july reading income inequality,1,0.5,0.5,0,0,1,0,0,0,0.5
5323,opioid painkillers dangerously overprescribed florida shown states confront problem states painkiller overdoses,1,0.7,0.7,0,0,0,1,0,0,0.7
5324,president finally freed republican obstructionists utmost fix obsolete unjust system mr obama go big immigration,1,0.5,0.5,0,0,1,0,0,0,0.5
5325,social science confirms blindingly obvious eight examples social science palooza iv,1,0.2,0.2,1,0,0,0,0,0,0.2
5326,german news media reported man worked germany intelligence service suspected spying united states german man arrested spy implicates u,0,0.30000000000000004,0.30000000000000004,0,1,0,0,0,0,0.30000000000000004
5327,week book review themed issue fourth july holiday weekend pamela paul tells us story behind cover reflections america,0,0.4,0.4,0,1,0,0,0,0,0.4
5328,democrats stretch presidential advantage lasted years one biggest questions american politics close republicans ending shut white house g p looks democrats,0,0.2,0.2,1,0,0,0,0,0,0.2
5329,scottish vote independence two months away britain lobbying america allow imports delicacy made sheep innards united states banned consumption tasty political britain presses u haggis,0,0.2,0.2,1,0,0,0,0,0,0.2
5330,americans celebrate fourth july blazing red white blue emphasis year blue think,1,0.30000000000000004,0.30000000000000004,0,1,0,0,0,0,0.30000000000000004
5331,lawmakers staffs taking free trips financed special interests house job comes free travel,1,0.5,0.5,0,0,1,0,0,0,0.5
5332,foreign citizens make clients large surrogacy agencies united states highlighting divide country much world fundamental questions family coming u baby womb carry,0,0.2,0.2,1,0,0,0,0,0,0.2
5333,highlights international herald tribune archives mexican rebels sponsored money united states america sends million dollars gold mexico,0,0.2,0.2,1,0,0,0,0,0,0.2
5334,former acting assistant attorney general disagrees editorial criticizing government memo targeted killings,1,0.0,0.0,0,0,0,0,0,1,0.0
5335,plutocrats betting g p democrats need marshal forces ramparts republicans,1,0.2,0.2,1,0,0,0,0,0,0.2
5336,grave problems raised lethal technology need addressed obama administration bipartisan panel made clear reining drones,1,0.2,0.2,1,0,0,0,0,0,0.2
5337,european consumers may criticize facebook privacy policies working conditions amazon still hooked american technology companies principles match europe love u web titans,0,0.2,0.2,1,0,0,0,0,0,0.2
5338,regulatory pressure many banks ending limiting money transfers likely meaning higher costs immigrants sending money home immigrants latin america africa squeezed banks curtail international money transfers,0,0.2,0.2,1,0,0,0,0,0,0.2
